0,1,7928,0,1
0,1,8340,0,0
0,1,8751,0,2
0,1,9206,0,0
0,1,9710,0,3
0,1,10106,0,2
0,1,10372,0,1
0,1,10534,0,2
0,1,10989,0,0
0,1,11471,0,1
0,1,11919,0,0
0,1,12149,0,1
0,1,12375,0,2
0,1,12796,0,1
0,1,12957,0,2
0,1,13228,0,3
0,1,13653,0,2
0,1,13935,0,1
0,1,14127,0,2
0,1,14547,0,0
0,1,15049,0,1
0,1,15904,0,2
0,1,16813,0,3
0,1,17179,0,2
0,1,17635,0,1
0,1,18082,0,0
0,1,18538,0,1
0,1,20284,0,0
0,1,21987,0,1
0,1,23687,0,2
0,1,25388,0,3
0,1,25810,0,2
0,1,27150,0,3
0,1,27556,0,2
0,1,28897,0,3
0,1,29278,0,2
0,1,30618,0,3
0,1,30973,0,2
0,1,32303,0,3
0,1,33193,0,2
0,1,34081,0,1
0,1,34919,0,0
0,1,35727,0,0
0,1,36972,0,2
0,1,37380,0,1
0,1,39131,0,3
0,1,39501,0,2
0,1,39917,0,1
0,1,40369,0,0
0,1,40828,0,1
0,1,41710,0,3
0,1,42578,0,2
0,1,43878,0,3
0,1,44350,0,1
0,1,44751,0,3
0,1,45183,0,2
0,1,45613,0,1
0,1,46021,0,0
0,1,46416,0,2
0,1,46819,0,0
0,1,47717,0,1
0,1,48159,0,0
0,1,48631,0,2
0,1,48997,0,0
0,1,49459,0,3
0,1,49892,0,2
0,1,50161,0,1
0,1,50311,0,2
0,1,50759,0,0
0,1,51190,0,1
0,1,51658,0,0
0,1,52129,0,2
0,1,52514,0,0
0,1,52936,0,3
0,1,53367,0,2
0,1,53598,0,1
0,1,53755,0,2
0,1,54201,0,0
0,1,54635,0,1
0,1,55567,0,2
0,1,56492,0,3
0,1,56877,0,2
0,1,57288,0,1
0,1,57764,0,0
0,1,58201,0,1
0,1,59180,0,0
0,1,60035,0,1
0,1,60872,0,0
0,1,61749,0,1
0,1,62628,0,0
0,1,63445,0,1
0,1,64304,0,0
0,1,65173,0,1
0,1,66145,0,0
0,1,66878,0,1
0,1,67821,0,0
0,1,68655,0,2
0,1,69719,0,0
0,1,70452,0,2
0,1,71281,0,0
0,1,72104,0,1
0,1,72887,0,0
0,1,73789,0,0
0,1,75526,0,0
0,1,76913,0,1
