0,1,4544,0,0
0,1,5921,0,0
0,1,6195,0,1
0,1,6446,0,2
0,1,7712,0,1
0,1,7947,0,2
0,1,8185,0,3
0,1,8475,0,2
0,1,9427,0,2
0,1,9658,0,0
0,1,12164,0,2
0,1,12391,0,0
0,1,13665,0,0
0,1,13904,0,1
0,1,14169,0,3
0,1,14432,0,2
0,1,15129,0,0
0,1,15900,0,0
0,1,16114,0,1
0,1,16405,0,3
0,1,16687,0,2
0,1,16932,0,2
0,1,17178,0,1
0,1,17435,0,2
0,1,17685,0,0
0,1,17936,0,1
0,1,18197,0,2
0,1,20481,0,3
0,1,21898,0,1
0,1,22469,0,3
0,1,23217,0,3
0,1,23704,0,2
0,1,23980,0,1
0,1,24461,0,0
0,1,25169,0,2
0,1,25715,0,1
0,1,25942,0,1
0,1,26207,0,1
0,1,26454,0,1
0,1,26744,0,0
0,1,27936,0,0
0,1,28216,0,1
0,1,28457,0,2
0,1,29403,0,2
0,1,29694,0,1
0,1,30166,0,0
0,1,30467,0,1
0,1,30695,0,2
0,1,30946,0,0
0,1,32503,0,3
0,1,32739,0,2
0,1,32985,0,1
0,1,33956,0,2
0,1,34496,0,0
0,1,35219,0,1
0,1,36514,0,1
0,1,37955,0,0
0,1,38226,0,1
0,1,38461,0,2
0,1,39681,0,1
0,1,39876,0,2
0,1,40137,0,3
0,1,40448,0,2
0,1,41451,0,2
0,1,41692,0,0
0,1,44103,0,3
0,1,44379,0,0
0,1,45662,0,0
0,1,45933,0,1
0,1,46182,0,3
0,1,46457,0,2
0,1,47163,0,0
0,1,47915,0,0
0,1,48198,0,1
0,1,48446,0,3
0,1,48736,0,2
0,1,48941,0,2
0,1,49192,0,1
0,1,49458,0,2
0,1,49709,0,0
0,1,49980,0,1
0,1,50226,0,2
0,1,51732,0,0
0,1,51993,0,1
0,1,52219,0,2
0,1,52460,0,3
0,1,54016,0,1
0,1,54533,0,3
0,1,55225,0,3
0,1,55687,0,2
0,1,55954,0,1
0,1,56496,0,0
0,1,57209,0,2
0,1,57739,0,1
0,1,57993,0,0
0,1,58301,0,1
0,1,58508,0,1
0,1,58740,0,0
0,1,60004,0,0
0,1,60285,0,1
0,1,60546,0,3
0,1,61433,0,2
0,1,61700,0,1
0,1,62196,0,0
0,1,62467,0,1
0,1,62694,0,2
0,1,62935,0,0
0,1,64447,0,3
0,1,64683,0,2
0,1,64949,0,1
0,1,66553,0,2
0,1,66750,0,0
0,1,68578,0,0
0,1,68774,0,1
0,1,68998,0,2
0,1,69220,0,3
0,1,70440,0,0
0,1,70686,0,1
0,1,70952,0,2
0,1,71163,0,3
0,1,72421,0,0
0,1,72692,0,1
0,1,72963,0,2
0,1,73214,0,3
0,1,74461,0,0
0,1,74706,0,1
0,1,74946,0,2
0,1,75187,0,3
0,1,76472,0,0
0,1,76688,0,1
0,1,76988,0,2
0,1,77213,0,3
0,1,78480,0,0
0,1,78711,0,1
0,1,78937,0,2
0,1,80552,0,0
0,1,80727,0,1
0,1,80988,0,2
0,1,81204,0,3
0,1,84448,0,0
0,1,87042,0,1
0,1,87457,0,2
0,1,88433,0,3
0,1,90425,0,1
0,1,91469,0,0
0,1,91966,0,1
0,1,92498,0,2
0,1,93889,0,1
0,1,95437,0,0
0,1,96507,0,2
0,1,98454,0,0
0,1,100478,0,0
0,1,101918,0,0
0,1,102181,0,1
0,1,102431,0,2
0,1,104476,0,2
0,1,106453,0,0
0,1,106682,0,1
0,1,106968,0,2
0,1,108198,0,3
0,1,108468,0,1
0,1,109643,0,0
0,1,109900,0,1
